title;isbn;eisbn;pid
Catholic Social Learning;9780823233281;9780823248797;9780823248797
Speaking the Truth in Love;9780823233373;9780823248810;9780823248810
Hungary in World War II;9780823233434;9780823248827;9780823248827
Go Figure;9780823233496;9780823248841;9780823248841
The Pleasures of Memory;9780823233526;9780823248858;9780823248858
Asylum Speakers;9780823233557;9780823248865;9780823248865
Seducing Augustine;9780823231935;9780823248971;9780823248971
Freedwomen and the Freedmen's Bureau;9780823232116;9780823249015;9780823249015
Freud and Fundamentalism;9780823232239;9780823249039;9780823249039
The Lincoln Assassination;9780823232260;9780823249046;9780823249046
Wild Materialism;9780823232352;9780823249053;9780823249053
Specters of Conquest;9780823232383;9780823249060;9780823249060
The God Who Deconstructs Himself;9780823232413;9780823249077;9780823249077
Symbolic Forms for a New Humanity;9780823232505;9780823249084;9780823249084
The Economics and Financing of Media Companies;9780823232567;9780823249091;9780823249091
Black Robes and Buckskin;9780823232628;9780823249107;9780823249107
Italian Folk;9780823232659;9780823249114;9780823249114
Sanctuary and Crime in the Middle Ages, 400-1500;9780823232680;9780823249121;9780823249121
Objects and Objections of Ethnography;9780823232741;9780823249138;9780823249138
Succeeding King Lear;9780823232802;9780823249145;9780823249145
Around the Book;9780823232833;9780823249152;9780823249152
Union Combined Operations in the Civil War;9780823232864;9780823249169;9780823249169
Civil Rights in New York City;9780823232895;9780823249176;9780823249176
A Passion for the Possible;9780823232925;9780823249183;9780823249183
Insincere Commitments;9781589018877;9781589018969;9781589018969
Bodied Mindfulness;9780889202696;9780889205833;9780889205833
Trinitarian Perspectives in the Franciscan Theological Tradition;9781576592045;9781576593219;9781576593219
Franciscan Evangelization:;9781576591482;9781576593325;9781576593325
Ink Trails;9781611860603;9781609173364;9781609173364
Three Comedies;9780870817816;9780870818578;9780870818578
Hearing the Hurt;9780817317669;9780817386160;9780817386160
Masculinity and Sexuality in Modern Mexico;9780826329059;9780826329066;9780826329066
Industry and the Creative Mind;9780472118366;9780472028429;9780472028429
Conntemporary Sephardic Identity in the Americas;9780815632726;9780815651659;9780815651659
Wheel of Language;9780815632733;9780815651673;9780815651673
Charlotte Perkins Gilman's In This Our World and Uncollected Poems;9780815632955;9780815651789;9780815651789
Antiquarianism and Intellectual Life in Europe and China, 1500-1800;9780472118182;9780472028269;9780472028269
Walking Seasonal Roads;9780815609735;9780815651741;9780815651741
Searching for Hope;9780253005939;9780253005977;9780253005977
Reframing the Practice of Philosophy;9781438440033;9781438440040;9781438440040
Sexual Ethics;9781589019133;9781589019416;9781589019416
Aeschines;9780292712225;9780292799288;9780292799288
HISTORY OF THE ALPS, 1500 - 1900;9781933202341;9781935978138;9781935978138
On the Reduction of the Arts to Theology;9781576592373;9781576590430;9781576590430
Working and Poor;9780871540751;9781610440578;9781610440578
Cooperation Without Trust?;9780871541642;9781610441353;9781610441353
Being and Belonging;9780871543288;9781610441926;9781610441926
America Works;9780871542830;9781610442176;9781610442176
Overcoming Apartheid;9780871543127;9781610442473;9781610442473
One Nation Divisible;9780871544452;9781610443319;9781610443319
Categorically Unequal;9780871545855;9781610443807;9781610443807
Beyond Smoke and Mirrors;9780871545893;9781610443821;9781610443821
Beyond the Boycott;9780871547613;9781610444880;9781610444880
Britain's War on Poverty;9780871548979;9781610447010;9781610447010
Nurturing Dads;9780871545664;9781610447768;9781610447768
The Women Who Reconstructed American Jewish Education, 1910-1965;9781584658566;9781584659099;9781584659099
An American Body | Politic;9781584659327;9781584659426;9781584659426
A Portrait of Pacifists;9780815609704;9780815651826;9780815651826
Books, Bluster, Bounty;9780874218428;9780874218435;9780874218435
Coal in our Veins;9780874218633;9780874218657;9780874218657
Ancestral Imprints;9781859184929;9781909005044;9781909005044
Contested Territories;9781611860450;9781609173418;9781609173418
Revelation and the Politics of Apocalyptic Interpretation;9781602585614;9781602585638;9781602585638
A History of Women in Russia;9780253000972;9780253001047;9780253001047
Buenas Noches, American Culture;9780253001795;9780253001900;9780253001900
Bremen and Freiburg Lectures;9780253002310;9780253007162;9780253007162
From Text to Txting;9780253003102;9780253007209;9780253007209
The Amphibians and Reptiles of Michigan;9780814332399;9780814337134;9780814337134
The Zukofsky Era;9781421405292;9781421406114;9781421406114
Justice, Dissent, and the Sublime;9781421405872;9781421406091;9781421406091
The View We're Granted;9781421406329;9781421407043;9781421407043
Mark Twain Speaking;9781587294686;9781587297199;9781587297199
Nosotros;9781611860290;9781609173210;9781609173210
Tejanos in Gray;9781603442435;9781603442688;9781603442688
Postcolonial Francophone Autobiographies;9780813931715;9780813931760;9780813931760
The Struggle for Equality;9780813931739;9780813931777;9780813931777
Thomas Jefferson, the Classical World, and Early America;9780813931319;9780813931821;9780813931821
Shaken Wisdom;9780813931869;9780813932002;9780813932002
Caribbean Literature and the Public Sphere;9780813931982;9780813932026;9780813932026
Word, Like Fire;9780813931883;9780813932071;9780813932071
Disaster Writing;9780813931968;9780813932033;9780813932033
Thomas Jefferson, Time, and History;9780813931685;9780813932040;9780813932040
The Afterlives of Animals;9780813931678;9780813932088;9780813932088
Hide, Horn, Fish, and Fowl;9781574413205;9781574414462;9781574414462
A Face to Meet the Faces;9781937378127;9781937378288;9781937378288
Governing by Design;9780822961789;9780822977896;9780822977896
Little Mother;9780253356109;9780253001481;9780253001481
Mountains on the Market;9780813136240;9780813136493;9780813136493
Toxic Feedback;9781584655435;9781584658726;9781584658726
Asking About Prices;9780871541215;9781610440684;9781610440684
The Broken Table;9780871547170;9781610447751;9781610447751
Unending Crisis;9780295991702;9780295804163;9780295804163
Uncivil Wars;9780292737778;9780292737785;9780292737785
Modernity, Freedom, and the African Diaspora;9780253001153;9780253001283;9780253001283
Tours et détours;9782760307780;9782760319943;9782760319943
Alain Robbe-Grillet;9782760307599;9782760319318;9782760319318
Eleven More American Women Poets in the 21st Century;9780819572349;9780819572363;9780819572363
Angola to Zydeco;9781617031298;9781617031304;9781617031304
Creolization as Cultural Creativity;9781617031069;9781617031076;9781617031076
Decolonization in St. Lucia;9781617031175;9781617031182;9781617031182
Selections from Eliza Leslie;9780803232952;9780803238091;9780803238091
Caution and Cooperation;9780873389457;9781612776019;9781612776019
Trust in Schools;9780871541925;9781610440967;9781610440967
Reclaiming Basque;9780874178753;9780874178807;9780874178807
Errands into the Metropolis;9781584657743;9781584658238;9781584658238
Cadaverland;9781584657842;9781584658788;9781584658788
Between Jew and Arab;9781584657361;9781584658153;9781584658153
Hard Lives, Mean Streets;9781555537258;9781555537326;9781555537326
Civil Society, Philanthropy, and the Fate of the Commons;9781584658511;9781584659143;9781584659143
Sexual Violence against Jewish Women during the Holocaust;9781584659037;9781584659044;9781584659044
Evangelicals at a Crossroads: Revivalism and Social Reform in Boston, 1860-1910;9781584659280;9781584659419;9781584659419
Clearing the Coastline;9781584659181;9781584659457;9781584659457
Breaking the Bonds;9780814779347;9780814788950;9780814788950
Trade and Investment in the 1990s;9780814706411;9780814788714;9780814788714
Feminist Nightmares: Women At Odds;9780814726204;9780814784945;9780814784945
Into the Open;9780814782132;9780814783320;9780814783320
American Women and the Repeal of Prohibition;9780814774649;9780814776698;9780814776698
Righteous Lives;9780814774564;9780814776674;9780814776674
Cannibal;9780814780121;9780814771044;9780814771044
American Cool;9780814779965;9780814771037;9780814771037
Does the Law Morally Bind the Poor?;9780814792940;9780814770528;9780814770528
Self and Other;9780814774434;9780814769485;9780814769485
Clarence Thomas and the Tough Love Crowd;9780814774540;9780814769461;9780814769461
Women of Steel;9780814750940;9780814765456;9780814765456
American Rabbi;9780814746936;9780814763568;9780814763568
Sing Sing Sing;9780814754610;9780814763285;9780814763285
Real Knockouts;9780814755778;9780814763186;9780814763186
Faith Born of Seduction;9780814755297;9780814763148;9780814763148
Sojourner Truth;9780814755259;9780814763131;9780814763131
Charles Dickens and the Image of Women;9780814735282;9780814744871;9780814744871
Campus Wars;9780814735121;9780814744802;9780814744802
Deconstruction Is/In America;9780814735190;9780814744772;9780814744772
Defining the Family;9780814718599;9780814744239;9780814744239
Weird and Wonderful;9780814718865;9780814744215;9780814744215
At Home with Pornography;9780814742365;9780814743997;9780814743997
Transformation of Rage;9780814741948;9780814743973;9780814743973
New and Improved;9780814780459;9780814739815;9780814739815
Comparative Tax Jurisprudence;9780814737552;9780814737774;9780814737774
Race Consciousness;9780814742280;9780814728109;9780814728109
American Collegiate Populations;9780814710388;9780814725054;9780814725054
Sophia Parnok;9780814712214;9780814725047;9780814725047
America in the Gilded Age;9780814714959;9780814723616;9780814723616
African-Americans and the Quest for Civil Rights, 1900-1990;9780814714416;9780814723593;9780814723593
America in the Age of the Titans;9780814714119;9780814723586;9780814723586
Collapse of Development Planning;9780814712252;9780814723456;9780814723456
Romantic Outlaws, Beloved Prisons;9780814718803;9780814721100;9780814721100
The Writings of Clare of Assisi;9781576592335;9781576592984;9781576592984
The Writings of Francis of Assisi;9781576592328;9781576592977;9781576592977
Hegel, Deleuze, and the Critique of Representation;9781438440095;9781438440101;9781438440101
Closed Commercial State, The;9781438440217;9781438440224;9781438440224
Texans and War;9781603445832;9781603441247;9781603441247
My Name On His Tongue;9780815632948;9780815651734;9780815651734
Beyond Love;9780815609957;9780815651772;9780815651772
Finding the Jewish Shakespeare;9780815609964;9780815651758;9780815651758
Origins of the Franciscan Order;9780819904089;9781576593233;9781576593233
Whispers of Rebellion;9780813931937;9780813932064;9780813932064
Walter Miles and His 1920 Grand Tour of European Physiology and Psychology Laboratories;9781931968850;9781937378066;9781937378066
The Value of Hawai`i;9780824835293;9780824860417;9780824860417
Aristocratic Redoubt;9781557531407;9781612490687;9781612490687
Berlin on the Brink;9780813136134;9780813136141;9780813136141
Today I Am a Woman;9780253356932;9780253005175;9780253005175
Muslim Families in Global Senegal;9780253357106;9780253005359;9780253005359
Early Theological Writings;9780812210224;9780812206135;9780812206135
The Adventures of Roderick Random;9780820321653;9780820341286;9780820341286
Ghosts along the Mississippi River;9781617031441;9781617031458;9781617031458
Pious Citizens;9780815632641;9780815650607;9780815650607
Place and Ideology in Contemporary Hebrew Literature;9780815632597;9780815650553;9780815650553
Fringe Banking;9780871541956;9781610441131;9781610441131
Detroit Divided;9780871542434;9781610441988;9781610441988
Total Justice;9780871542977;9781610442305;9781610442305
Social Class;9780871545060;9781610447256;9781610447256
Street-Level Bureaucracy, 30th Ann. Ed.;9780871545442;9781610446631;9781610446631
Street-Level Bureaucracy;9780871545268;9781610443623;9781610443623
Economic Sociology of Immigration, The;9780871546821;9781610444521;9781610444521
Imperial Citizen;9780815632856;9780815650812;9780815650812
Localizing Islam in Europe;9780815632627;9780815650584;9780815650584
Disability and Mothering;9780815632849;9780815650805;9780815650805
Transgender Voices;9781584656456;9781584658382;9781584658382
James Cameron;9781617031328;9781617031335;9781617031335
John Waters;9781617031816;9781617031823;9781617031823
Roger Corman;9781617031663;9781617031670;9781617031670
Hollywood Madonna;9781617030796;9781617030802;9781617030802
He Stopped Loving Her Today;9781617031014;9781617031021;9781617031021
Walking on Air;9781617031243;9781617031250;9781617031250
Transformed;9781617031151;9781617031168;9781617031168
Across the Aisle;9781604739664;9781604739671;9781604739671
Global Neorealism;9781617031229;9781617031236;9781617031236
Dinarchus, Hyperides, and Lycurgus;9780292791428;9780292786615;9780292786615
Globalizing City;9780815631729;9780815650973;9780815650973
Context, Cognition, and Deafness;9781563681059;9781563682575;9781563682575
Sign Languages in Contact;9781563683565;9781563683909;9781563683909
Hegel and the Third World;9780815632498;9780815651635;9780815651635
The Sustainable Learning Community;9781584657712;9781584658375;9781584658375
To the Life of the Silver Harbor;9781584657132;9781584658092;9781584658092
Defending the Master Race;9781584657156;9781584658108;9781584658108
Parks and People;9781584657910;9781584658818;9781584658818
Philosophical Witnessing;9781584657415;9781584658269;9781584658269
Social Enterprise;9781584657897;9781584658160;9781584658160
All-Out for Victory!;9781584657682;9781584658337;9781584658337
Gender and American Jews;9781584657569;9781584658276;9781584658276
Slavery and Sentiment: The Politics of Feeling in Black Atlantic Antislavery Writing, 1770-1850;9781584657347;9781584658139;9781584658139
Jewish Women in Pre-State Israel;9781584657026;9781584658085;9781584658085
The Art of the Turnaround;9781584657354;9781584658146;9781584658146
African Americans in Global Affairs;9781555537197;9781555537319;9781555537319
Leading Roles;9781584659068;9781584659518;9781584659518
Sports Justice;9781555537005;9781555537357;9781555537357
Napoleonic Friendship: Military Fraternity, Intimacy, and Sexuality in Nineteenth-Century France;9781584659235;9781584659440;9781584659440
A Typology of Domestic Violence;9781555536930;9781555537418;9781555537418
Thanksgiving;9781584658016;9781584658740;9781584658740
Terrorism, Instability, and Democracy in Asia and Africa;9781555537050;9781555537463;9781555537463
Lotfi Mansouri;9781555537067;9781555537524;9781555537524
Illness and Power;9780814793107;9780814794937;9780814794937
Majorities and Minorities;9780814714331;9780814790151;9780814790151
Gangsters;9780814796887;9780814789131;9780814789131
The Castration of Oedipus;9780814780190;9780814788943;9780814788943
Androids, Humanoids, and Other Folklore Monsters;9780814779958;9780814788752;9780814788752
The Dilemma of Context;9780814779163;9780814788745;9780814788745
The Chrysanthemum and the Eagle;9780814780213;9780814788707;9780814788707
In Black and White;9780814780169;9780814786659;9780814786659
The Crisis in American Banking;9780814792896;9780814784983;9780814784983
Gendered Community;9780814792889;9780814784938;9780814784938
The Complete Handbook for College Women;9780814792667;9780814784921;9780814784921
Debt Disaster?;9780814792339;9780814784907;9780814784907
HIV Mental Health for the 21st Century;9780814793114;9780814784600;9780814784600
The Truth About Freud's Technique;9780814782194;9780814784488;9780814784488
Hybrid;9780814715383;9780814772195;9780814772195
Bisexuality and the Challenge to Lesbian Politics;9780814774458;9780814771518;9780814771518
Ferenczi's Turn in Psychoanalysis;9780814774755;9780814771501;9780814771501
The Anchor of My Life;9780814774557;9780814769492;9780814769492
Unspeakable Acts;9780814766378;9780814768938;9780814768938
Stopping the Killing;9780814750971;9780814765425;9780814765425
Toward a Tenderer Humanity and a Nobler Womanhood;9780814746912;9780814763599;9780814763599
The Beginning of Terror;9780814746677;9780814763582;9780814763582
The Essential Agus;9780814746929;9780814763551;9780814763551
Historicism, the Holocaust, and Zionism;9780814746479;9780814763544;9780814763544
Subject and Agency in Psychoanalysis;9780814754825;9780814763261;9780814763261
The Wandering Uterus;9780814755624;9780814763209;9780814763209
Embracing the Other;9780814761908;9780814762622;9780814762622
Islamic Homosexualities;9780814774687;9780814761083;9780814761083
Liberty, Equality, Democracy;9780814757789;9780814758755;9780814758755
Hooded Knights on the Niagara;9780814751022;9780814752661;9780814752661
Elizabeth Bowen;9780814735114;9780814744888;9780814744888
The End of the American Avant Garde;9780814735381;9780814744857;9780814744857
To Be An American;9780814735237;9780814744840;9780814744840
Christianity and the Holocaust of Hungarian Jewry;9780814735206;9780814744819;9780814744819
Nachman Krochmal;9780814735084;9780814744758;9780814744758
The Coming Race War;9780814718773;9780814744284;9780814744284
Must We Defend Nazis?;9780814718582;9780814744208;9780814744208
Bird-Self Accumulated;9780814742297;9780814743980;9780814743980
Indentations and Other Stories;9780814779170;9780814741498;9780814741498
Laying Down the Law;9780814780534;9780814739532;9780814739532
TV or Not TV;9780814731123;9780814738504;9780814738504
To Secure These Rights;9780814730669;9780814733233;9780814733233
A New Critical History of Old English Literature;9780814730881;9780814732625;9780814732625
Spinsters and Lesbians;9780814726426;9780814728925;9780814728925
Heterosexual Plots and Lesbian Narratives;9780814726402;9780814728840;9780814728840
Freud's Paranoid Quest;9780814726501;9780814728826;9780814728826
Japan's International Agenda;9780814726440;9780814728130;9780814728130
Please Don't Wish Me a Merry Christmas;9780814726846;9780814728048;9780814728048
Notes of a Racial Caste Baby;9780814726518;9780814727980;9780814727980
This Time We Knew;9780814715352;9780814723708;9780814723708
States of Rage;9780814715307;9780814723692;9780814723692
A Distant Heritage;9780814721957;9780814722534;9780814722534
On the Side of My People;9780814718919;9780814721001;9780814721001
Pana O`ahu;9780824823054;9780824863845;9780824863845
Saber's Edge;9781584657477;9781584658405;9781584658405
Othello and Interpretive Traditions;9781609380991;9781587292972;9781587292972
Materializing New Media;9781584655572;9781611682946;9781611682946
The Underground Railroad in Connecticut;9780819530257;9780819572967;9780819572967
Leading the Way;9781557289186;9781610752312;9781610752312
Nationally Competitive Scholarships;9781557288608;9781610752732;9781610752732
Postcolonizing the Commonwealth;9780889203525;9780889206076;9780889206076
Managing the President's Message;9780801895593;9780801899522;9780801899522
Creating Outdoor Classrooms;9780292717466;9780292794177;9780292794177
Brazil Imagined;9780292718562;9780292793958;9780292793958
Walls of Empowerment;9780292718838;9780292793934;9780292793934
Spanish Vocabulary;9780292718104;9780292794757;9780292794757
Brief History of Male Nudes in America;9780820315713;9780820342009;9780820342009
Beyond the Royal Gaze;9780813929279;9780813929705;9780813929705
Cuba and the Fall;9780813929811;9780813929873;9780813929873
Beastly Natures;9780813929477;9780813929958;9780813929958
Modern Thai Buddhism and Buddhadasa Bhikkhu: A Social History;9789971695729;9789971696092;9789971696092
Stolen Childhood, Second Edition;9780253355621;9780253001078;9780253001078
A Question of Manhood, Volume 2;9780253339249;9780253108661;9780253108661
The Saving Lie;9780810127289;9780810165151;9780810165151
Refounding Environmental Ethics;9781439900840;9781439900857;9781439900857
Close-Ups;9780820306834;9780820342078;9780820342078
Empires of the Imagination;9780813928074;9780813928173;9780813928173
"Answer at Once";9780813928531;9780813928906;9780813928906
The Big House after Slavery;9780813930039;9780813930084;9780813930084
The Citizenship Revolution;9780813928012;9780813930312;9780813930312
Segregation's Science;9780813927558;9780813930343;9780813930343
A "Topping People";9780813927909;9780813930374;9780813930374
Acts of Narrative Resistance;9780813928623;9780813930572;9780813930572
Coming to Terms with Democracy;9780813920597;9780813921693;9780813921693
Bacchus and Civic Order;9780813920443;9780813921709;9780813921709
Bathed in Blood;9780813920870;9780813921747;9780813921747
Plotting Terror;9780813920313;9780813921921;9780813921921
Refiguring the Map of Sorrow;9780813920641;9780813921945;9780813921945
Radicals on the Road;9780813920696;9780813921969;9780813921969
Sites of Southern Memory;9780813920719;9780813921983;9780813921983
The Flirt's Tragedy;9780813921006;9780813922003;9780813922003
The Angel out of the House;9780813920887;9780813922010;9780813922010
Ethnic Solidarity for Economic Survival;9780871546418;9781610447188;9781610447188
Gendered Tradeoffs;9780871546616;9781610446785;9781610446785
Critical and Creative Perspectives on Fairy Tales;9780814334522;9780814336465;9780814336465
Holy Dissent;9780814335178;9780814335970;9780814335970
The Collapse of the Conventional;9780814333778;9780814336885;9780814336885
Modern Republican;9780253348074;9780253112323;9780253112323
Nervous Dancer;9780820317045;9780820341996;9780820341996
Ex-Soviets in Israel;9780814331699;9780814338391;9780814338391
The Politics of Enchantment;9780889204041;9780889208803;9780889208803
In Buddha's Company;9780824834197;9780824860851;9780824860851
Creating the Nisei Market;9780824833329;9780824860431;9780824860431
Lines That Connect;9780824833848;9780824860486;9780824860486
Hart Wood;9780824832360;9780824860523;9780824860523
The Embodied Word;9780268044206;9780268096687;9780268096687
Discovering Albanian I Textbook;9780299250843;9780299250836;9780299250836
Discovering Albanian I Workbook;9780299250942;9780299250935;9780299250935
Puerto Rican Poetry;9781558495616;9781613761243;9781613761243
Purloined Letters;9780824831882;9780824864057;9780824864057
Envisioning Eternal Empire;9780824832759;9780824862398;9780824862398
The Other Side;9780824833022;9780824864903;9780824864903
Imagine What It's Like;9780824833176;9780824862916;9780824862916
Transatlantic Connections;;9781587295997;9781587295997
Moving Money;;9780815703785;9780815703785
Traditional Ecological Knowledge and Natural Resource Management;;9780803207356;9780803207356
Religion and Identity in Russia and the Soviet Union;9780893573799;9780893578794;9780893578794
Early Oxford Lecture on Individuation;9781576591918;9781576592830;9781576592830
After-Dinner Conversation;9780292706989;9780292796812;9780292796812
Who Gets Represented?;9780871542427;9781610447225;9781610447225
Primary Movement in Sign Languages;9781563684913;9781563684920;9781563684920
Conversations Across Our America;9780292737389;9780292737396;9780292737396
Discourses at the Communion on Fridays;9780253356734;9780253005571;9780253005571
The Gorilla Man and the Empress of Steak;9781617030826;9781617030833;9781617030833
La Formation et le développement professionnel des enseignants en sciences, technologie et mathématiques;9782760307322;9782760318953;9782760318953
This Light of Ours;9781617031717;9781617031724;9781617031724
Changing Rhythms of American Family Life, The;9780871541369;9781610440516;9781610440516
Still Connected;9780871543325;9781610447102;9781610447102
Where Are All the Good Jobs Going?;9780871544582;9781610447232;9781610447232
Choosing Ethnicity, Negotiating Race;9780871548757;9781610447065;9781610447065
A Zionist among Palestinians;9780253002112;9780253002235;9780253002235
Hunting the Unicorn;9780873389471;9781612776118;9781612776118
Acting in Real Time;9780472035038;9780472028566;9780472028566
Bluegrass Renaissance;9780813136073;9780813136639;9780813136639
The Florida Folklife Reader;9781617031403;9781617031427;9781617031427
Writing Women’s History;9781617031731;9781617031748;9781617031748
Before the Chinrest;9780253223180;9780253001115;9780253001115
Warriors Without War;9780817317317;9780817385392;9780817385392
Woman-to-Woman Sexual Violence;9781555535285;9781555537265;9781555537265
Uncharitable;9781584657231;9781584658115;9781584658115
Yehuda Amichai;9781584657330;9781584658122;9781584658122
The Internet Generation;9781584658580;9781584659129;9781584659129
The Myth of Progress;9781584654957;9781584659716;9781584659716
The Proustian Quest;9780814714706;9780814790120;9780814790120
The Freudian Mystique;9780814780145;9780814788929;9780814788929
Working With the Person With Schizophrenia;9780814778913;9780814788813;9780814788813
The Lavender Vote;9780814735305;9780814773215;9780814773215
The Courage to Care;9780814774069;9780814769454;9780814769454
Bye-Bye;9780814774908;9780814769416;9780814769416
To Serve My Country, to Serve My Race;9780814755877;9780814763247;9780814763247
Whitman's Presence;9780814757796;9780814759240;9780814759240
The Other New York Jewish Intellectuals;9780814746608;9780814748527;9780814748527
The Smart Culture;9780814735336;9780814744789;9780814744789
Economic Policy and Household Welfare During Crisis and Adjustment in Tanzania;9780814779828;9780814741467;9780814741467
Culture Clash;9780814730911;9780814733486;9780814733486
The Rodrigo Chronicles;9780814718636;9780814721025;9780814721025
The Writings of Francis of Assisi;9781576592304;9781576592960;9781576592960
Medieval Poetics and Social Practice;9780823243242;9780823246236;9780823246236
Against Democracy:Literary Experience in the Era of Emancipations;9780823242542;9780823246632;9780823246632
A Common Strangeness;9780823242597;9780823246267;9780823246267
Loyalty to Loyalty:Josiah Royce and the Genuine Moral Life;9780823242696;9780823246649;9780823246649
Hidden;9780823241842;9780823246656;9780823246656
In the Name of Italy:Nation, Family, and Patriotism in a Fascist Court;9780823243396;9780823246304;9780823246304
From Slave Ship to Harvard;9780823239504;9780823246663;9780823246663
Death's Following:Mediocrity, Dirtiness, Adulthood, Literature;9780823242795;9780823246311;9780823246311
Lincoln and Leadership:Military, Political, and Religious Decision Making;9780823243440;9780823246588;9780823246588
New Bedford's Civil War;9780823243341;9780823246670;9780823246670
Risk, Reproduction, and Narratives of Experience;;9780826518217;9780826518217
Anonymous in Their Own Names;9780826518460;9780826518484;9780826518484
Religion and the Cold War;9780826518521;9780826518545;9780826518545
Dharma Master Chongsan of Won Buddhism, The;9781438440231;9781438440255;9781438440255
Painting Borges;9781438441771;9781438441795;9781438441795
Beyond Violence;9780823223336;9780823246960;9780823246960
Debates in Continental Philosophy;9780823223176;9780823247677;9780823247677
Clinton Presidency and the Constitutional System;9781603446600;9781603446945;9781603446945
Geology and Landscape of Michigan’s Pictured Rocks National Lakeshore and Vicinity;9780814334416;9780814336168;9780814336168
Bearing Witness to African American Literature;9780814337141;9780814337158;9780814337158
Walt Whitman's Reconstruction;9781609380694;9781609380700;9781609380700
A History of the Negro Troops in the War of the Rebellion, 1861-1865;9780823233854;9780823246458;9780823246458
Neighbors and Missionaries;9780823239870;9780823249435;9780823249435
Responses to Modernity;9780823239252;9780823246496;9780823246496
Scraping the Barrel:The Military Use of Sub-Standard Manpower;9780823239771;9780823249497;9780823249497
The New Wounded;9780823239672;9780823246519;9780823246519
1812;9780812244311;9780812206364;9780812206364
Piety and Public Funding;9780812244113;9780812206593;9780812206593
English Letters and Indian Literacies;9780812244137;9780812206036;9780812206036
Breaking Through;9781557289513;9781610750844;9781610750844
Looking Back to See;9781557289346;9781610752503;9781610752503
Portraits of Conflict;9781557289131;9781610753173;9781610753173
Nouveaux territoires de la poésie francophone au Canada 1970-2000;9782760307803;9782760319905;9782760319905
Managing India's Nuclear Forces;9780815722663;9780815722670;9780815722670
Reforming the Public Sector;9780815722885;9780815722892;9780815722892
A Gringa in Bogotá;9780292721357;9780292793040;9780292793040
A Beauty That Hurts;9780292721838;9780292792937;9780292792937
Vernon Lee;9780813921587;9780813923895;9780813923895
Written on the Water;9780813927954;9780813930435;9780813930435
Tornado;9780873389556;9781612776170;9781612776170
Another Civil War;9780823225910;9780823246427;9780823246427
Sodometries;9780823232215;9780823249022;9780823249022
Zipper Mouth;1547895642315;9781558617551;9781558617551
Getting to Graduation;9781421406220;9781421406930;9781421406930
Spectacle and Topophilia;9780826518163;9780826518187;9780826518187
Commentary on the Gospel of Luke;9781576591833;9781576592779;9781576592779
Devouring Frida;9780819563477;9780819572097;9780819572097
Terpsichore in Sneakers;9780819561602;9780819571809;9780819571809
How To Do Things with Dance;9780819568977;9780819571076;9780819571076
Imagining Mars;9780819569271;9780819571052;9780819571052
Soul Searching;9780819571328;9780819571342;9780819571342
Post Roads &amp  Iron Horses;9780819568564;9780819571731;9780819571731
Monument Eternal;9780819569240;9780819571069;9780819571069
Crowbar Governor;9780819570741;9780819570758;9780819570758
The New Entrepreneurs;9780819569462;9780819571038;9780819571038
Hunger;9781584659266;9781584659501;9781584659501
Aristotle's Concept of Chance;9781438432274;9781438432281;9781438432281
Opening Minds, Improving Lives;9780826518286;9780826518309;9780826518309
Jungle Fever;9780826518316;9780826518330;9780826518330
Magdalene House;9780826518378;9780826518392;9780826518392
Men Who Hate Women and Women Who Kick Their Asses;9780826518491;9780826518514;9780826518514
Poiesis and Modernity in the Old and New Worlds;9780826518347;9780826518361;9780826518361
Atlanta and Environs;;9780820302645;9780820302645
Liberty of the Imagination;9780812244120;9780812206197;9780812206197
In the Shadow of the Gallows;9780812244229;9780812206333;9780812206333
Human Rights and Labor Solidarity;9780812244106;9780812206029;9780812206029
American Marriage;9780812244243;9780812206647;9780812206647
The Concept of Self;9780814328989;9780814338315;9780814338315
Between Christian and Jew;9780812244212;9780812206753;9780812206753
Intimate Distance;9780822352204;9780822395317;9780822395317
Long Live Atahualpa;9780822351757;9780822395096;9780822395096
Forging Rights in a New Democracy;9780812244267;9780812207453;9780812207453
Gender, State, and Medicine in Highland Ecuador;9780822962090;9780822978053;9780822978053
Banditry in West Java, 1869-1942;9789971695026;9789971695859;9789971695859
Legal Rights;9781563680915;9781563682148;9781563682148
Forest and Labor in Madagascar;9780253003096;9780253005847;9780253005847
Crime and Family;9781592135585;9781592135592;9781592135592
Bernard Shaw;9780944318461;9780944318539;9780944318539
On a Silver Platter;9780814780800;9780814786734;9780814786734
The Fighting Rabbis;9780814780985;9780814786680;9780814786680
Moral Universalism and Pluralism;9780814794487;9780814769119;9780814769119
Deaf American Prose;9781563685231;9781563685248;9781563685248
In Our Hands;9781563685217;9781563685224;9781563685224
The Doom of Reconstruction:;9780823227099;9780823247738;9780823247738
Mornings at the Stanton Street Shul:;9780823239009;9780823249428;9780823249428
Raised by the Church:;9780823240227;9780823249480;9780823249480
Four Days in Michigan;9781563685347;9781563685330;9781563685330
Little Women Abroad;9780820330099;9780820342870;9780820342870
Horror after 9/11;9780292726628;9780292735330;9780292735330
Anthropology, Economics, and Choice;9780292726765;9780292735354;9780292735354
Performing Mexicanidad;9780292722088;9780292793002;9780292793002
Viewpoints;9780292706712;9780292793675;9780292793675
Make Yourself a Teacher;9780295991290;9780295801780;9780295801780
From the Yenisei to the Yukon;9781603443210;9781603443845;9781603443845
Louisiana Coast;9781603440332;9781603442718;9781603442718
Deterrence through Strength;9780803235144;9780803236141;9780803236141
