pid;issn;eissn;doi;title;pidurl;pidurltoc;subjectcategory;primarysubectarea;originalcompany;media
FOR;0277-6693;1099-131X;10.1002/(ISSN)1099-131X;JOURNAL OF FORECASTING;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-131X;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-131X/issues;Business, Economics, Finance and Accounting    ;General & Introductory Economics;Wiley;Print & Online
JFO;0022-1198;1556-4029;10.1111/(ISSN)1556-4029;JOURNAL OF FORENSIC SCIENCES;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1556-4029;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1556-4029/issues;Chemistry   ;Forensic Science;Blackwell;Print & Online
FUT;0270-7314;1096-9934;10.1002/(ISSN)1096-9934;THE JOURNAL OF FUTURES MARKETS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9934;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9934/issues;Business, Economics, Finance and Accounting    ;General Finance & Investments;Wiley;Print & Online
JGH;0815-9319;1440-1746;10.1111/(ISSN)1440-1746;JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1746;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1746/issues;Medical, Veterinary and Health Sciences;Gastroenterology & Hepatology;Blackwell;Print & Online
JGM;1099-498X;1521-2254;10.1002/(ISSN)1521-2254;THE JOURNAL OF GENE MEDICINE  (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-2254;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-2254/issues;Life Sciences;DNA & RNA Therapies;Wiley;Online
JGRD;2169-897X;2169-8996;10.1002/(ISSN)2169-8996;JOURNAL OF GEOPHYSICAL RESEARCH: ATMOSPHERES;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2169-8996;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2169-8996/issues;Earth and Environmental Science;Atmospheric Sciences;Wiley;Print & Online
JGRG;2169-8953;2169-8961;10.1002/(ISSN)2169-8961;JOURNAL OF GEOPHYSICAL RESEARCH: BIOGEOSCIENCES;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2169-8961;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2169-8961/issues;Earth and Environmental Science;Paleontology, Paleobiology & Geobiology;Wiley;Print & Online
JGRF;2169-9003;2169-9011;10.1002/(ISSN)2169-9011;JOURNAL OF GEOPHYSICAL RESEARCH: EARTH SURFACE;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2169-9011;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2169-9011/issues;Earth and Environmental Science;Geomorphology;Wiley;Print & Online
JGRC;2169-9275;2169-9291;10.1002/(ISSN)2169-9291;JOURNAL OF GEOPHYSICAL RESEARCH: OCEANS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2169-9291;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2169-9291/issues;Earth and Environmental Science;Oceanography & Paleoceanography;Wiley;Print & Online
JGRE;2169-9097;2169-9100;10.1002/(ISSN)2169-9100;JOURNAL OF GEOPHYSICAL RESEARCH: PLANETS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2169-9100;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2169-9100/issues;Earth and Environmental Science;Astronomy & Astrophysics;Wiley;Print & Online
JGRB;2169-9313;2169-9356;10.1002/(ISSN)2169-9356;JOURNAL OF GEOPHYSICAL RESEARCH: SOLID EARTH;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2169-9356;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2169-9356/issues;Earth and Environmental Science;Geology & Geophysics;Wiley;Print & Online
JGRA;2169-9380;2169-9402;10.1002/(ISSN)2169-9402;JOURNAL OF GEOPHYSICAL RESEARCH: SPACE PHYSICS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2169-9402;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2169-9402/issues;Earth and Environmental Science;Atmospheric, Physics and Chemistry;Wiley;Print & Online
JGT;0364-9024;1097-0118;10.1002/(ISSN)1097-0118;JOURNAL OF GRAPH THEORY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0118;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0118/issues;Mathematics and Statistics;Graph Theory;Wiley;Print & Online
JHRM;1074-4797;2040-0861;10.1002/(ISSN)2040-0861;JOURNAL OF HEALTHCARE RISK MANAGEMENT;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2040-0861;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2040-0861/issues;Medical, Veterinary and Health Sciences;Law & Ethics in Health & Social Care;Wiley;Print & Online
JHBP;1868-6974;1868-6982;10.1002/(ISSN)1868-6982;JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1868-6982;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1868-6982/issues;;;Wiley;Print & Online
JHET;0022-152X;1943-5193;10.1002/(ISSN)1943-5193;JOURNAL OF HETEROCYCLIC CHEMISTRY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-5193;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-5193/issues;Chemistry;Organic Chemistry;Wiley;Print & Online
JOHS;0952-1909;1467-6443;10.1111/(ISSN)1467-6443;JOURNAL OF HISTORICAL SOCIOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6443;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6443/issues;Humanities and Social Sciences;Political Sociology;Blackwell;Print & Online
JHM;1553-5592;1553-5606;10.1002/(ISSN)1553-5606;JOURNAL OF HOSPITAL MEDICINE;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1553-5606;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1553-5606/issues;Medical, Veterinary and Health Sciences;General & Internal Medicine;Wiley;Print & Online
JHN;0952-3871;1365-277X;10.1111/(ISSN)1365-277X;JOURNAL OF HUMAN NUTRITION & DIETETICS (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-277X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-277X/issues;Medical, Veterinary and Health Sciences;Nutrition;Blackwell;Online
JOHC;2159-0311;2161-1939;10.1002/(ISSN)2161-1939;JOURNAL OF HUMANISTIC COUNSELING;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2161-1939;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2161-1939/issues;Humanities and Social Sciences;Psychotherapy & Counseling;Wiley;Print & Online
JIEC;1088-1980;1530-9290;10.1111/(ISSN)1530-9290;JOURNAL OF INDUSTRIAL ECOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1530-9290;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1530-9290/issues;Earth and Environmental Science;Environmental Science;Blackwell;Print & Online
JOIE;0022-1821;1467-6451;10.1111/(ISSN)1467-6451;THE JOURNAL OF INDUSTRIAL ECONOMICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6451;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6451/issues;Business, Economics, Finance and Accounting    ;General & Introductory Economics;Blackwell;Print & Online
JIPB;1672-9072;1744-7909;10.1111/(ISSN)1744-7909;JOURNAL OF INTEGRATIVE PLANT BIOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-7909;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-7909/issues;Life Sciences;Plant Science;Blackwell;Online
JIR;0964-2633;1365-2788;10.1111/(ISSN)1365-2788;JOURNAL OF INTELLECTUAL DISABILITY RESEARCH;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2788;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2788/issues;Medical, Veterinary and Health Sciences;Intellectual Disability;Blackwell;Print & Online
JOID;1071-7641;1939-1668;10.1111/(ISSN)1939-1668;JOURNAL OF INTERIOR DESIGN;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1939-1668;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1939-1668/issues;Engineering ;Interior Design;Blackwell;Print & Online
JOIM;0954-6820;1365-2796;10.1111/(ISSN)1365-2796;JOURNAL OF INTERNAL MEDICINE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2796;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2796/issues;Medical, Veterinary and Health Sciences;General & Internal Medicine;Blackwell;Print & Online
JID;0954-1748;1099-1328;10.1002/(ISSN)1099-1328;JOURNAL OF INTERNATIONAL DEVELOPMENT;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1328;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1328/issues;Humanities and Social Sciences;General & Introductory Development Studies;Wiley;Print & Online
JIFM;0954-1314;1467-646X;10.1111/(ISSN)1467-646X;JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT & ACCOUNTING;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-646X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-646X/issues;Business, Economics, Finance and Accounting    ;International Finance;Blackwell;Print & Online
JOIC;0896-4327;1540-8183;10.1111/(ISSN)1540-8183;JOURNAL OF INTERVENTIONAL CARDIOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-8183;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-8183/issues;Medical, Veterinary and Health Sciences;Cardiovascular Disease;Blackwell;Print & Online
JICD;2041-1618;2041-1626;10.1111/(ISSN)2041-1626;JOURNAL OF INVESTIGATIVE AND CLINICAL DENTISTRY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2041-1626;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2041-1626/issues;Medical, Veterinary and Health Sciences;Endodontics;Blackwell;Print & Online
JIP;1544-4759;1544-4767;10.1002/(ISSN)1544-4767;JOURNAL OF INVESTIGATIVE PSYCHOLOGY AND OFFENDER  PROFILING (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1544-4767;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1544-4767/issues;Psychology;Clinical Psychology;Wiley;Online
JLC;0362-4803;1099-1344;10.1002/(ISSN)1099-1344;JOURNAL OF LABELLED COMPOUNDS AND  RADIOPHARMACEUTICALS (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1344;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1344/issues;Chemistry   ;Methods - Synthesis & Techniques;Wiley;Online
JLCA;1935-4932;1935-4940;10.1111/(ISSN)1935-4940;JOURNAL OF LATIN AMERICAN & CARIBBEAN ANTHROPOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1935-4940;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1935-4940/issues;Humanities and Social Sciences;General & Introductory Anthropology;Blackwell;Print & Online
JOLS;0263-323X;1467-6478;10.1111/(ISSN)1467-6478;JOURNAL OF LAW AND SOCIETY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6478;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6478/issues;Law and Criminology;General & Introductory Law;Blackwell;Print & Online
JLME;1073-1105;1748-720X;10.1111/(ISSN)1748-720X;THE JOURNAL OF LAW, MEDICINE & ETHICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-720X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-720X/issues;Law and Criminology;Medical Law;Blackwell;Print & Online
JLS;1935-2611;1935-262X;10.1002/(ISSN)1935-262X;JOURNAL OF LEADERSHIP STUDIES;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1935-262X;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1935-262X/issues;Business, Economics, Finance and Accounting    ;Organization & Management Theory;Wiley;Print & Online
JLSE;0896-5811;1744-1722;10.1111/(ISSN)1744-1722;JOURNAL OF LEGAL STUDIES EDUCATION;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-1722;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-1722/issues;Education;Commercial Law;Blackwell;Print & Online
JOLA;1055-1360;1548-1395;10.1111/(ISSN)1548-1395;JOURNAL OF LINGUISTIC ANTHROPOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1548-1395;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1548-1395/issues;Humanities and Social Sciences;Linguistic Anthropology;Blackwell;Print & Online
JMRI;1053-1807;1522-2586;10.1002/(ISSN)1522-2586;JOURNAL OF MAGNETIC RESONANCE IMAGING;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2586;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2586/issues;Medical, Veterinary and Health Sciences;Radiology & Imaging;Wiley;Print & Online
JOMS;0022-2380;1467-6486;10.1111/(ISSN)1467-6486;JOURNAL OF MANAGEMENT STUDIES;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6486;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6486/issues;Business, Economics, Finance and Accounting    ;Management;Blackwell;Print & Online
JMFT;0194-472X;1752-0606;10.1111/(ISSN)1752-0606;JOURNAL OF MARITAL AND FAMILY THERAPY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-0606;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-0606/issues;Humanities and Social Sciences;Family Therapy;Blackwell;Print & Online
JOMF;0022-2445;1741-3737;10.1111/(ISSN)1741-3737;JOURNAL OF MARRIAGE AND FAMILY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-3737;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-3737/issues;Humanities and Social Sciences;Family Studies General;Blackwell;Print & Online
JMS;1076-5174;1096-9888;10.1002/(ISSN)1096-9888c;JOURNAL OF MASS SPECTROMETRY  (INCORP BIOLOGICAL  MASS SPECTROMETRY);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9888c;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9888c/issues;Chemistry   ;Mass Spectrometry;Wiley;Print & Online
ARA;1754-9477;1754-9485;10.1111/(ISSN)1754-9485;JOURNAL OF MEDICAL IMAGING AND RADIATION ONCOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-9485;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-9485/issues;Medical, Veterinary and Health Sciences;Neurology;Blackwell;Print & Online
JMP;0047-2565;1600-0684;10.1111/(ISSN)1600-0684;JOURNAL OF MEDICAL PRIMATOLOGY (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0684;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0684/issues;Medical, Veterinary and Health Sciences;Dermatology;Blackwell;Online
JMV;0146-6615;1096-9071;10.1002/(ISSN)1096-9071;JOURNAL OF MEDICAL VIROLOGY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9071;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9071/issues;Life Sciences;Infectious Disease & Microbiology;Wiley;Print & Online
JMG;0263-4929;1525-1314;10.1111/(ISSN)1525-1314;JOURNAL OF METAMORPHIC GEOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1525-1314;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1525-1314/issues;Earth and Environmental Science;Geochemistry & Mineralogy;Blackwell;Print & Online
JMI;0022-2720;1365-2818;10.1111/(ISSN)1365-2818;JOURNAL OF MICROSCOPY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2818;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2818/issues;Medical, Veterinary and Health Sciences;Microscopy;Blackwell;Print & Online
JMWH;1526-9523;1542-2011;10.1111/(ISSN)1542-2011;JOURNAL OF MIDWIFERY & WOMEN'S HEALTH;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1542-2011;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1542-2011/issues;Medical, Veterinary and Health Sciences;Nursing General;Wiley;Print & Online
JMR;0952-3499;1099-1352;10.1002/(ISSN)1099-1352;JOURNAL OF MOLECULAR RECOGNITION  (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1352;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1352/issues;Chemistry   ;Biochemistry (Chemical Biology);Wiley;Online
JMCB;0022-2879;1538-4616;10.1111/(ISSN)1538-4616;JOURNAL OF MONEY, CREDIT AND BANKING;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1538-4616;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1538-4616/issues;Business, Economics, Finance and Accounting    ;Macroeconomics;Blackwell;Print & Online
JMOR;0362-2525;1097-4687;10.1002/(ISSN)1097-4687;JOURNAL OF MORPHOLOGY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-4687;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-4687/issues;Life Sciences;General & Introductory Life Sciences;Wiley;Print & Online
MCDA;1057-9214;1099-1360;10.1002/(ISSN)1099-1360;JOURNAL OF MULTI CRITERIA DECISION ANALYSIS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1360;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1360/issues;Business, Economics, Finance and Accounting    ;Decision Sciences;Wiley;Print & Online
JMCD;0883-8534;2161-1912;10.1002/(ISSN)2161-1912;JOURNAL OF MULTICULTURAL COUNSELING AND DEVELOPMENT;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2161-1912;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2161-1912/issues;Humanities and Social Sciences;Psychotherapy & Counseling;Wiley;Print & Online
JNC;0022-3042;1471-4159;10.1111/(ISSN)1471-4159;JOURNAL OF NEUROCHEMISTRY (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-4159;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-4159/issues;Life Sciences;Neuroscience;Blackwell;Online
JNE;0953-8194;1365-2826;10.1111/(ISSN)1365-2826;JOURNAL OF NEUROENDOCRINOLOGY (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2826;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2826/issues;Medical, Veterinary and Health Sciences;Neuroendocrinology;Blackwell;Online
JON;1051-2284;1552-6569;10.1111/(ISSN)1552-6569;JOURNAL OF NEUROIMAGING (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1552-6569;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1552-6569/issues;Medical, Veterinary and Health Sciences;Neurology;Blackwell;Online
JNP;1748-6645;1748-6653;10.1111/(ISSN)1748-6653;JOURNAL OF NEUROPSYCHOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-6653;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-6653/issues;Medical, Veterinary and Health Sciences;Clinical Neuropsychology;Wiley;Print & Online
JNR;0360-4012;1097-4547;10.1002/(ISSN)1097-4547;JOURNAL OF NEUROSCIENCE RESEARCH;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-4547;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-4547/issues;Life Sciences;Neuroscience;Wiley;Print & Online
JONM;0966-0429;1365-2834;10.1111/(ISSN)1365-2834;JOURNAL OF NURSING MANAGEMENT;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2834;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2834/issues;Medical, Veterinary and Health Sciences;Nursing General;Blackwell;Print & Online
JNU;1527-6546;1547-5069;10.1111/(ISSN)1547-5069;JOURNAL OF NURSING SCHOLARSHIP;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1547-5069;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1547-5069/issues;Medical, Veterinary and Health Sciences;Nursing General;Blackwell;Print & Online
JOGN;0884-2175;1552-6909;10.1111/(ISSN)1552-6909;JOURNAL OF OBSTETRIC, GYNECOLOGIC & NEONATAL NURSING;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1552-6909;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1552-6909/issues;Medical, Veterinary and Health Sciences;Women's Health Nursing;Blackwell;Print & Online
JOG;1341-8076;1447-0756;10.1111/(ISSN)1447-0756;JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1447-0756;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1447-0756/issues;Medical, Veterinary and Health Sciences;Obstetrics & Gynecology;Blackwell;Online
JOOP;0963-1798;2044-8325;10.1111/(ISSN)2044-8325;JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-8325;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-8325/issues;Psychology;Organizational & Industrial Psychology;Wiley;Print & Online
JOP;0904-2512;1600-0714;10.1111/(ISSN)1600-0714;JOURNAL OF ORAL PATHOLOGY & MEDICINE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0714;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0714/issues;Medical, Veterinary and Health Sciences;Oral Pathology;Blackwell;Print & Online
JOOR;0305-182X;1365-2842;10.1111/(ISSN)1365-2842;JOURNAL OF ORAL REHABILITATION;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2842;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2842/issues;Medical, Veterinary and Health Sciences;Restorative Dentistry;Blackwell;Print & Online
JOB;0894-3796;1099-1379;10.1002/(ISSN)1099-1379;JOURNAL OF ORGANIZATIONAL BEHAVIOR;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1379;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1379/issues;Business, Economics, Finance and Accounting    ;Organizational Behavior;Wiley;Print & Online
JOR;0736-0266;1554-527X;10.1002/(ISSN)1554-527X;JOURNAL OF ORTHOPAEDIC RESEARCH;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1554-527X;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1554-527X/issues;Life Sciences;Orthopedics;Wiley;Print & Online
JPC;1034-4810;1440-1754;10.1111/(ISSN)1440-1754;JOURNAL OF PAEDIATRICS AND CHILD HEALTH;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1754;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1754/issues;Medical, Veterinary and Health Sciences;Pediatrics;Blackwell;Print & Online
PATH;0022-3417;1096-9896;10.1002/(ISSN)1096-9896;THE JOURNAL OF PATHOLOGY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9896;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9896/issues;Medical, Veterinary and Health Sciences;Pathology;Wiley;Print & Online
PSC;1075-2617;1099-1387;10.1002/(ISSN)1099-1387;JOURNAL OF PEPTIDE SCIENCE (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1387;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1387/issues;Chemistry   ;Biomolecules (DNA, RNA, Peptides, etc.);Wiley;Online
JRE;0022-3484;1600-0765;10.1111/(ISSN)1600-0765;JOURNAL OF PERIODONTAL RESEARCH;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0765;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0765/issues;Medical, Veterinary and Health Sciences;Periodontology;Blackwell;Print & Online
JOPY;0022-3506;1467-6494;10.1111/(ISSN)1467-6494;JOURNAL OF PERSONALITY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6494;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-6494/issues;Psychology;Personality & Individual Differences;Blackwell;Print & Online
JPG;0141-6421;1747-5457;10.1111/(ISSN)1747-5457;JOURNAL OF PETROLEUM GEOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1747-5457;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1747-5457/issues;Earth and Environmental Science;Economic & Applied Geology;Blackwell;Print & Online
JPHS;1759-8885;1759-8893;10.1111/(ISSN)1759-8893;JOURNAL OF PHARMACEUTICAL HEALTH SERVICES RESEARCH;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1759-8893;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1759-8893/issues;Medical, Veterinary and Health Sciences;Pharmacy;Wiley;Print & Online
JPS;0022-3549;1520-6017;10.1002/(ISSN)1520-6017;JOURNAL OF PHARMACEUTICAL SCIENCES;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6017;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6017/issues;Chemistry   ;Drug Formulation & Delivery;Wiley;Online
JPHP;0022-3573;2042-7158;10.1111/(ISSN)2042-7158;JOURNAL OF PHARMACY AND PHARMACOLOGY: AN INTERNATIONAL JOURNAL OF PHARMACEUTICAL SCIENCE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2042-7158;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2042-7158/issues;Medical, Veterinary and Health Sciences;Pharmaceutical & Medicinal Chemistry;Wiley;Print & Online
JOPE;0309-8249;1467-9752;10.1111/(ISSN)1467-9752;JOURNAL OF PHILOSOPHY OF EDUCATION;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9752;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9752/issues;Education;Philosophy of Education;Blackwell;Print & Online
JPY;0022-3646;1529-8817;10.1111/(ISSN)1529-8817;JOURNAL OF PHYCOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1529-8817;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1529-8817/issues;Life Sciences;Phycology;Blackwell;Print & Online
POC;0894-3230;1099-1395;10.1002/(ISSN)1099-1395;JOURNAL OF PHYSICAL ORGANIC CHEMISTRY  (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1395;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1395/issues;Chemistry   ;Physical Organic Chemistry;Wiley;Online
TJP;0022-3751;1469-7793;10.1111/(ISSN)1469-7793;THE JOURNAL OF PHYSIOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-7793;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-7793/issues;Life Sciences;Anatomy & Physiology;Blackwell;Print & Online
