title;issn;eissn;pid;lien
Journal of Environmental Studies and Sciences;2190-6483;2190-6491;13412;http://link.springer.com/journal/13412
Journal of Ethnobiology and Ethnomedicine;;1746-4269;13002;http://link.springer.com/journal/13002
Journal of Ethology;0289-0771;1439-5444;10164;http://link.springer.com/journal/10164
Journal of Evolution Equations;1424-3199;1424-3202;28;http://link.springer.com/journal/28
Journal of Evolutionary Biochemistry and Physiology;0022-0930;1608-3202;10893;http://link.springer.com/journal/10893
Journal of Evolutionary Economics;0936-9937;1432-1386;191;http://link.springer.com/journal/191
"Journal of Experimental &amp; Clinical Cancer Research";;1756-9966;13046;http://link.springer.com/journal/13046
Journal of Experimental and Theoretical Physics;1063-7761;1090-6509;11447;http://link.springer.com/journal/11447
Journal of Experimental Criminology;1573-3750;1572-8315;11292;http://link.springer.com/journal/11292
Journal of Failure Analysis and Prevention;1547-7029;1864-1245;11668;http://link.springer.com/journal/11668
Journal of Family and Economic Issues;1058-0476;1573-3475;10834;http://link.springer.com/journal/10834
Journal of Family Violence;0885-7482;1573-2851;10896;http://link.springer.com/journal/10896
Journal of Financial Services Research;0920-8550;1573-0735;10693;http://link.springer.com/journal/10693
Journal of Fixed Point Theory and Applications;1661-7738;1661-7746;11784;http://link.springer.com/journal/11784
Journal of Fluorescence;1053-0509;1573-4994;10895;http://link.springer.com/journal/10895
Journal of Food Measurement and Characterization;2193-4126;2193-4134;11694;http://link.springer.com/journal/11694
Journal of Food Science and Technology;0022-1155;0975-8402;13197;http://link.springer.com/journal/13197
Journal of Foot and Ankle Research;;1757-1146;13047;http://link.springer.com/journal/13047
Journal of Forest Research;1341-6979;1610-7403;10310;http://link.springer.com/journal/10310
Journal of Forestry Research;1007-662X;1993-0607;11676;http://link.springer.com/journal/11676
Journal of Fourier Analysis and Applications;1069-5869;1531-5851;41;http://link.springer.com/journal/41
Journal of Friction and Wear;1068-3666;1934-9386;11959;http://link.springer.com/journal/11959
Journal of Fusion Energy;0164-0313;1572-9591;10894;http://link.springer.com/journal/10894
Journal of Gambling Studies;1573-3602;1573-3602;10899;http://link.springer.com/journal/10899
Journal of Gastroenterology;0944-1174;1435-5922;535;http://link.springer.com/journal/535
Journal of Gastrointestinal Cancer;1941-6628;1941-6636;12029;http://link.springer.com/journal/12029
Journal of Gastrointestinal Surgery;1091-255X;1873-4626;11605;http://link.springer.com/journal/11605
Journal of Gender, Culture and Health;1087-3201;1573-367X;10925;http://link.springer.com/journal/10925
Journal of General Internal Medicine;0884-8734;1525-1497;11606;http://link.springer.com/journal/11606
Journal of General Plant Pathology;1345-2630;1610-739X;10327;http://link.springer.com/journal/10327
Journal of Genetic Counseling;1059-7700;1573-3599;10897;http://link.springer.com/journal/10897
Journal of Genetics;0022-1333;0973-7731;12041;http://link.springer.com/journal/12041
Journal of Geodesy;0949-7714;1432-1394;190;http://link.springer.com/journal/190
Journal of Geographical Sciences;1009-637X;1861-9568;11442;http://link.springer.com/journal/11442
Journal of Geographical Systems;1435-5930;1435-5949;10109;http://link.springer.com/journal/10109
Journal of Geometric Analysis;1050-6926;1559-002X;12220;http://link.springer.com/journal/12220
Journal of Geometry;0047-2468;1420-8997;22;http://link.springer.com/journal/22
Journal of Global Optimization;0925-5001;1573-2916;10898;http://link.springer.com/journal/10898
Journal of Global Policy and Governance;2194-7740;2194-7759;40320;http://link.springer.com/journal/40320
Journal of Grid Computing;1570-7873;1572-9184;10723;http://link.springer.com/journal/10723
Journal of Hand and Microsurgery;0974-3227;0974-6897;12593;http://link.springer.com/journal/12593
Journal of Happiness Studies;1389-4978;1573-7780;10902;http://link.springer.com/journal/10902
Journal of Heat Treating;0190-9177;;136;http://link.springer.com/journal/136
"Journal of Hematology &amp; Oncology";;1756-8722;13045;http://link.springer.com/journal/13045
Journal of Hematopathology;1868-9256;1865-5785;12308;http://link.springer.com/journal/12308
Journal of Hepato-Biliary-Pancreatic Sciences;1868-6974;1868-6982;534;http://link.springer.com/journal/534
Journal of Heuristics;1381-1231;1572-9397;10732;http://link.springer.com/journal/10732
Journal of High Energy Physics;;1029-8479;13130;http://link.springer.com/journal/13130
Journal of Homotopy and Related Structures;2193-8407;1512-2891;40062;http://link.springer.com/journal/40062
Journal of Housing and the Built Environment;1566-4910;1573-7772;10901;http://link.springer.com/journal/10901
Journal of Huazhong University of Science and Technology [Medical Sciences];1672-0733;1993-1352;11596;http://link.springer.com/journal/11596
Journal of Human Genetics;1434-5161;1435-232X;10038;http://link.springer.com/journal/10038
Journal of Ichthyology;0032-9452;1555-6425;11489;http://link.springer.com/journal/11489
Journal of Immigrant and Minority Health;1557-1912;1557-1920;10903;http://link.springer.com/journal/10903
Journal of Immune Based Therapies and Vaccines;;1476-8518;12949;http://link.springer.com/journal/12949
Journal of Inclusion Phenomena and Macrocyclic Chemistry;0923-0750;1573-1111;10847;http://link.springer.com/journal/10847
Journal of Indian Philosophy;0022-1791;1573-0395;10781;http://link.springer.com/journal/10781
Journal of Industrial Engineering International;1735-5702;2251-712X;40092;http://link.springer.com/journal/40092
"Journal of Industrial Microbiology &amp; Biotechnology";1367-5435;1476-5535;10295;http://link.springer.com/journal/10295
Journal of Industry, Competition and Trade;1566-1679;1573-7012;10842;http://link.springer.com/journal/10842
Journal of Inequalities and Applications;;1029-242X;13660;http://link.springer.com/journal/13660
Journal of Infection and Chemotherapy;1341-321X;1437-7780;10156;http://link.springer.com/journal/10156
Journal of Inflammation;;1476-9255;12950;http://link.springer.com/journal/12950
Journal of Infrared, Millimeter, and Terahertz Waves;1866-6892;1866-6906;10762;http://link.springer.com/journal/10762
Journal of Inherited Metabolic Disease;0141-8955;1573-2665;10545;http://link.springer.com/journal/10545
Journal of Innovation and Entrepreneurship;;2192-5372;13731;http://link.springer.com/journal/13731
Journal of Inorganic and Organometallic Polymers and Materials;1574-1443;1574-1451;10904;http://link.springer.com/journal/10904
Journal of Insect Behavior;0892-7553;1572-8889;10905;http://link.springer.com/journal/10905
Journal of Insect Conservation;1366-638X;1572-9753;10841;http://link.springer.com/journal/10841
Journal of instructional development;0162-2641;;12384;http://link.springer.com/journal/12384
"Journal of Intelligent &amp; Robotic Systems";0921-0296;1573-0409;10846;http://link.springer.com/journal/10846
Journal of Intelligent Information Systems;0925-9902;1573-7675;10844;http://link.springer.com/journal/10844
Journal of Intelligent Manufacturing;0956-5515;1572-8145;10845;http://link.springer.com/journal/10845
Journal of International Entrepreneurship;1570-7385;1573-7349;10843;http://link.springer.com/journal/10843
Journal of International Migration and Integration;1488-3473;1874-6365;12134;http://link.springer.com/journal/12134
Journal of Internet Services and Applications;1867-4828;1869-0238;13174;http://link.springer.com/journal/13174
Journal of Interventional Cardiac Electrophysiology;1383-875X;1572-8595;10840;http://link.springer.com/journal/10840
Journal of Labor Research;0195-3613;1936-4768;12122;http://link.springer.com/journal/12122
Journal of Logic, Language and Information;0925-8531;1572-9583;10849;http://link.springer.com/journal/10849
Journal of Low Temperature Physics;0022-2291;1573-7357;10909;http://link.springer.com/journal/10909
Journal of Machinery Manufacture and Reliability;1052-6188;1934-9394;12001;http://link.springer.com/journal/12001
Journal of Mammalian Evolution;1064-7554;1573-7055;10914;http://link.springer.com/journal/10914
Journal of Mammary Gland Biology and Neoplasia;1083-3021;1573-7039;10911;http://link.springer.com/journal/10911
"Journal of Management &amp; Governance";1385-3457;1572-963X;10997;http://link.springer.com/journal/10997
Journal of Management Control;2191-4761;2191-477X;187;http://link.springer.com/journal/187
Journal of Marine Science and Application;1671-9433;1993-5048;11804;http://link.springer.com/journal/11804
Journal of Marine Science and Technology;0948-4280;1437-8213;773;http://link.springer.com/journal/773
Journal of Maritime Archaeology;1557-2285;1557-2293;11457;http://link.springer.com/journal/11457
Journal of Market-Focused Management;1382-3019;1572-8846;10850;http://link.springer.com/journal/10850
Journal of Material Cycles and Waste Management;1438-4957;1611-8227;10163;http://link.springer.com/journal/10163
Journal of Materials Engineering;0931-7058;;135;http://link.springer.com/journal/135
Journal of Materials Engineering and Performance;1059-9495;1544-1024;11665;http://link.springer.com/journal/11665
Journal of Materials for Energy Systems;0162-9719;;12386;http://link.springer.com/journal/12386
Journal of Materials Science;0022-2461;1573-4803;10853;http://link.springer.com/journal/10853
Journal of Materials Science Letters;0261-8028;1573-4811;10855;http://link.springer.com/journal/10855
Journal of Materials Science: Materials in Electronics;0957-4522;1573-482X;10854;http://link.springer.com/journal/10854
Journal of Materials Science: Materials in Medicine;0957-4530;1573-4838;10856;http://link.springer.com/journal/10856
Journal of Materials Shaping Technology;0931-704X;;499;http://link.springer.com/journal/499
Journal of Materials Synthesis and Processing;1064-7562;1573-4870;10954;http://link.springer.com/journal/10954
Journal of Mathematical Biology;0303-6812;1432-1416;285;http://link.springer.com/journal/285
Journal of Mathematical Chemistry;0259-9791;1572-8897;10910;http://link.springer.com/journal/10910
Journal of Mathematical Fluid Mechanics;1422-6928;1422-6952;21;http://link.springer.com/journal/21
Journal of Mathematical Imaging and Vision;0924-9907;1573-7683;10851;http://link.springer.com/journal/10851
Journal of Mathematical Modelling and Algorithms in Operations Research;1570-1166;1572-9214;10852;http://link.springer.com/journal/10852
Journal of Mathematical Sciences;1072-3374;1573-8795;10958;http://link.springer.com/journal/10958
Journal of Mathematics in Industry;;2190-5983;13362;http://link.springer.com/journal/13362
Journal of Mathematics Teacher Education;1386-4416;1573-1820;10857;http://link.springer.com/journal/10857
Journal of Maxillofacial and Oral Surgery;0972-8279;0974-942X;12663;http://link.springer.com/journal/12663
Journal of Mechanical Science and Technology;1738-494X;1976-3824;12206;http://link.springer.com/journal/12206
Journal of Medical Case Reports;;1752-1947;13256;http://link.springer.com/journal/13256
Journal of Medical Humanities;1041-3545;1573-3645;10912;http://link.springer.com/journal/10912
Journal of Medical Systems;0148-5598;1573-689X;10916;http://link.springer.com/journal/10916
Journal of Medical Toxicology;1556-9039;1937-6995;13181;http://link.springer.com/journal/13181
Journal of Medical Ultrasonics;1346-4523;1613-2254;10396;http://link.springer.com/journal/10396
Journal of Medicine and the Person;2035-9411;2036-3877;12682;http://link.springer.com/journal/12682
Journal of Micro-Bio Robotics;2194-6418;2194-6426;12213;http://link.springer.com/journal/12213
Journal of Microbiology;1225-8873;1976-3794;12275;http://link.springer.com/journal/12275
Journal of Mining Science;1062-7391;1573-8736;10913;http://link.springer.com/journal/10913
Journal of Molecular Evolution;0022-2844;1432-1432;239;http://link.springer.com/journal/239
Journal of Molecular Histology;1567-2379;1567-2387;10735;http://link.springer.com/journal/10735
Journal of Molecular Medicine;0946-2716;1432-1440;109;http://link.springer.com/journal/109
Journal of Molecular Modeling;1610-2940;0948-5023;894;http://link.springer.com/journal/894
Journal of Molecular Neuroscience;0895-8696;1559-1166;12031;http://link.springer.com/journal/12031
Journal of Molecular Signaling;;1750-2187;13025;http://link.springer.com/journal/13025
Journal of Mountain Science;1672-6316;1993-0321;11629;http://link.springer.com/journal/11629
Journal of Muscle Research and Cell Motility;0142-4319;1573-2657;10974;http://link.springer.com/journal/10974
Journal of Nanobiotechnology;;1477-3155;12951;http://link.springer.com/journal/12951
Journal of Nanoparticle Research;1388-0764;1572-896X;11051;http://link.springer.com/journal/11051
Journal of Nanostructure in Chemistry;2008-9244;2193-8865;40097;http://link.springer.com/journal/40097
Journal of Natural Medicines;1340-3443;1861-0293;11418;http://link.springer.com/journal/11418
Journal of Near-Death Studies;0891-4494;1573-3661;10920;http://link.springer.com/journal/10920
Journal of Negative Results in BioMedicine;;1477-5751;12952;http://link.springer.com/journal/12952
Journal of Network and Systems Management;1064-7570;1573-7705;10922;http://link.springer.com/journal/10922
Journal of Neural Transmission;0300-9564;1435-1463;702;http://link.springer.com/journal/702
Journal of Neural Transmission - Parkinson's Disease and Dementia Section;0936-3076;1435-1463;722;http://link.springer.com/journal/722
Journal of Neuro-Oncology;0167-594X;1573-7373;11060;http://link.springer.com/journal/11060
Journal of Neurodevelopmental Disorders;1866-1947;1866-1955;11689;http://link.springer.com/journal/11689
Journal of NeuroEngineering and Rehabilitation;;1743-0003;12984;http://link.springer.com/journal/12984
Journal of Neuroimmune Pharmacology;1557-1890;1557-1904;11481;http://link.springer.com/journal/11481
Journal of Neuroinflammation;;1742-2094;12974;http://link.springer.com/journal/12974
Journal of Neurology;0340-5354;1432-1459;415;http://link.springer.com/journal/415
Journal of NeuroVirology;1355-0284;1538-2443;13365;http://link.springer.com/journal/13365
Journal of Nondestructive Evaluation;0195-9298;1573-4862;10921;http://link.springer.com/journal/10921
Journal of Nonlinear Science;0938-8974;1432-1467;332;http://link.springer.com/journal/332
Journal of Nonverbal Behavior;0191-5886;1573-3653;10919;http://link.springer.com/journal/10919
Journal of Nuclear Cardiology;1071-3581;1532-6551;12350;http://link.springer.com/journal/12350
Journal of Occupational Medicine and Toxicology;;1745-6673;12995;http://link.springer.com/journal/12995
Journal of Occupational Rehabilitation;1053-0487;1573-3688;10926;http://link.springer.com/journal/10926
Journal of Ocean University of China;1672-5182;1993-5021;11802;http://link.springer.com/journal/11802
Journal of Oceanography;0916-8370;1573-868X;10872;http://link.springer.com/journal/10872
Journal of Ocular Biology, Diseases, and Informatics;;1936-8445;12177;http://link.springer.com/journal/12177
Journal of Ophthalmic Inflammation and Infection;;1869-5760;12348;http://link.springer.com/journal/12348
Journal of Optical and Fiber Communications Research;1867-3007;1619-8638;10297;http://link.springer.com/journal/10297
Journal of Optics;0972-8821;0974-6900;12596;http://link.springer.com/journal/12596
Journal of Optimization Theory and Applications;0022-3239;1573-2878;10957;http://link.springer.com/journal/10957
Journal of Ornithology;2193-7192;2193-7206;10336;http://link.springer.com/journal/10336
Journal of Orofacial Orthopedics / Fortschritte der KieferorthopÃ¤die;1434-5293;1615-6714;56;http://link.springer.com/journal/56
Journal of Orthopaedic Science;0949-2658;1436-2023;776;http://link.springer.com/journal/776
Journal of Orthopaedic Surgery and Research;;1749-799X;13018;http://link.springer.com/journal/13018
Journal of Orthopaedics and Traumatology;1590-9921;1590-9999;10195;http://link.springer.com/journal/10195
Journal of Ovarian Research;;1757-2215;13048;http://link.springer.com/journal/13048
Journal of Paleolimnology;0921-2728;1573-0417;10933;http://link.springer.com/journal/10933
Journal of Parasitic Diseases;0971-7196;0975-0703;12639;http://link.springer.com/journal/12639
Journal of Pest Science;1612-4758;1612-4766;10340;http://link.springer.com/journal/10340
Journal of Petroleum Exploration and Production Technology;2190-0558;2190-0566;13202;http://link.springer.com/journal/13202
Journal of Pharmaceutical Innovation;1872-5120;1939-8042;12247;http://link.springer.com/journal/12247
Journal of Pharmaceutical Investigation;2093-5552;2093-6214;40005;http://link.springer.com/journal/40005
Journal of Pharmacokinetics and Pharmacodynamics;1567-567X;1573-8744;10928;http://link.springer.com/journal/10928
Journal of Phase Equilibria;1054-9714;1054-9714;12385;http://link.springer.com/journal/12385
Journal of Phase Equilibria and Diffusion;1547-7037;1863-7345;11669;http://link.springer.com/journal/11669
Journal of Philosophical Logic;0022-3611;1573-0433;10992;http://link.springer.com/journal/10992
Journal of Physiological Anthropology;;1880-6805;40101;http://link.springer.com/journal/40101
Journal of Physiology and Biochemistry;1138-7548;1877-8755;13105;http://link.springer.com/journal/13105
Journal of Plant Biochemistry and Biotechnology;0971-7811;0974-1275;13562;http://link.springer.com/journal/13562
Journal of Plant Biology;1226-9239;1867-0725;12374;http://link.springer.com/journal/12374
Journal of Plant Growth Regulation;0721-7595;1435-8107;344;http://link.springer.com/journal/344
Journal of Plant Research;0918-9440;1618-0860;10265;http://link.springer.com/journal/10265
Journal of Poetry Therapy;0889-3675;1567-2344;10938;http://link.springer.com/journal/10938
Journal of Police and Criminal Psychology;0882-0783;1936-6469;11896;http://link.springer.com/journal/11896
Journal of Polymer Research;1022-9760;1572-8935;10965;http://link.springer.com/journal/10965
Journal of Polymers and the Environment;1566-2543;1572-8900;10924;http://link.springer.com/journal/10924
Journal of Population Ageing;1874-7884;1874-7876;12062;http://link.springer.com/journal/12062
Journal of Population Economics;0933-1433;1432-1475;148;http://link.springer.com/journal/148
Journal of Population Research;1443-2447;1835-9469;12546;http://link.springer.com/journal/12546
Journal of Porous Materials;1380-2224;1573-4854;10934;http://link.springer.com/journal/10934
Journal of Productivity Analysis;0895-562X;1573-0441;11123;http://link.springer.com/journal/11123
Journal of Pseudo-Differential Operators and Applications;1662-9981;1662-999X;11868;http://link.springer.com/journal/11868
Journal of Psycholinguistic Research;0090-6905;1573-6555;10936;http://link.springer.com/journal/10936
Journal of Psychology and Judaism;0700-9801;1573-370X;10932;http://link.springer.com/journal/10932
Journal of Psychopathology and Behavioral Assessment;0882-2689;1573-3505;10862;http://link.springer.com/journal/10862
Journal of Psychotherapy Integration;1053-0479;1573-3696;10931;http://link.springer.com/journal/10931
Journal of Public Health;0943-1853;1613-2238;10389;http://link.springer.com/journal/10389
Journal of Quantitative Criminology;0748-4518;1573-7799;10940;http://link.springer.com/journal/10940
Journal of Radiation Oncology;1948-7894;1948-7908;13566;http://link.springer.com/journal/13566
Journal of Radioanalytical and Nuclear Chemistry;0236-5731;1588-2780;10967;http://link.springer.com/journal/10967
Journal of Radiosurgery;1096-4053;1573-8752;10941;http://link.springer.com/journal/10941
"Journal of Rational-Emotive &amp; Cognitive-Behavior Therapy";0894-9085;1573-6563;10942;http://link.springer.com/journal/10942
Journal of Real Estate Literature;0927-7544;1573-8809;10966;http://link.springer.com/journal/10966
Journal of Real-Time Image Processing;1861-8200;1861-8219;11554;http://link.springer.com/journal/11554
Journal of Reducing Space Mission Cost;1385-7479;1572-9621;10968;http://link.springer.com/journal/10968
Journal of Regulatory Economics;0922-680X;1573-0468;11149;http://link.springer.com/journal/11149
Journal of Religion and Health;0022-4197;1573-6571;10943;http://link.springer.com/journal/10943
Journal of Remanufacturing;;2210-4690;13243;http://link.springer.com/journal/13243
Journal of Risk and Uncertainty;0895-5646;1573-0476;11166;http://link.springer.com/journal/11166
Journal of Robotic Surgery;1863-2483;1863-2491;11701;http://link.springer.com/journal/11701
Journal of Russian Laser Research;1071-2836;1573-8760;10946;http://link.springer.com/journal/10946
Journal of Scheduling;1094-6136;1099-1425;10951;http://link.springer.com/journal/10951
Journal of Science Education and Technology;1059-0145;1573-1839;10956;http://link.springer.com/journal/10956
Journal of Science Teacher Education;1046-560X;1573-1847;10972;http://link.springer.com/journal/10972
Journal of Scientific Computing;0885-7474;1573-7691;10915;http://link.springer.com/journal/10915
Journal of Seismology;1383-4649;1573-157X;10950;http://link.springer.com/journal/10950
Journal of Service Science Research;2093-0720;2093-0739;12927;http://link.springer.com/journal/12927
Journal of Shanghai Jiaotong University (Science);1007-1172;1995-8188;12204;http://link.springer.com/journal/12204
Journal of Shanghai University (English Edition);1007-6417;1863-236X;11741;http://link.springer.com/journal/11741
Journal of Signal Processing Systems;1939-8018;1939-8115;11265;http://link.springer.com/journal/11265
Journal of Social Distress and the Homeless;1053-0789;1573-658X;10949;http://link.springer.com/journal/10949
Journal of Soils and Sediments;1439-0108;1614-7480;11368;http://link.springer.com/journal/11368
Journal of Sol-Gel Science and Technology;0928-0707;1573-4846;10971;http://link.springer.com/journal/10971
Journal of Solid State Electrochemistry;1432-8488;1433-0768;10008;http://link.springer.com/journal/10008
Journal of Solution Chemistry;0095-9782;1572-8927;10953;http://link.springer.com/journal/10953
Journal of Statistical Physics;0022-4715;1572-9613;10955;http://link.springer.com/journal/10955
Journal of Structural and Functional Genomics;1345-711X;1570-0267;10969;http://link.springer.com/journal/10969
Journal of Structural Chemistry;0022-4766;1573-8779;10947;http://link.springer.com/journal/10947
Journal of Superconductivity and Novel Magnetism;1557-1939;1557-1947;10948;http://link.springer.com/journal/10948
Journal of Superhard Materials;1063-4576;1934-9408;11961;http://link.springer.com/journal/11961
Journal of Surface Investigation. X-ray, Synchrotron and Neutron Techniques;1027-4510;1819-7094;11700;http://link.springer.com/journal/11700
Journal of Surfactants and Detergents;1097-3958;1558-9293;11743;http://link.springer.com/journal/11743
Journal of Systems Chemistry;;1759-2208;13322;http://link.springer.com/journal/13322
Journal of Systems Integration;0925-4676;1573-8787;10952;http://link.springer.com/journal/10952
Journal of Systems Science and Complexity;1009-6124;1559-7067;11424;http://link.springer.com/journal/11424
Journal of Systems Science and Systems Engineering;1004-3756;1861-9576;11518;http://link.springer.com/journal/11518
Journal of the Academy of Marketing Science;0092-0703;1552-7824;11747;http://link.springer.com/journal/11747
Journal of the American Oil Chemists' Society;0003-021X;1558-9331;11746;http://link.springer.com/journal/11746
Journal of The American Society for Mass Spectrometry;1044-0305;1879-1123;13361;http://link.springer.com/journal/13361
Journal of the Association for Research in Otolaryngology;1525-3961;1438-7573;10162;http://link.springer.com/journal/10162
Journal of the Brazilian Computer Society;0104-6500;1678-4804;13173;http://link.springer.com/journal/13173
Journal of the European Mathematical Society;1435-9855;1435-9863;10097;http://link.springer.com/journal/10097
Journal of the Gay and Lesbian Medical Association;1090-7173;1573-3637;10907;http://link.springer.com/journal/10907
Journal of the Geological Society of India;0016-7622;0974-6889;12594;http://link.springer.com/journal/12594
Journal of the History of Biology;0022-5010;1573-0387;10739;http://link.springer.com/journal/10739
Journal of the Indian Academy of Wood Science;0972-172X;0976-8432;13196;http://link.springer.com/journal/13196
Journal of the Indian Society of Remote Sensing;0255-660X;0974-3006;12524;http://link.springer.com/journal/12524
Journal of The Institution of Engineers (India): Series A;2250-2149;2250-2157;40030;http://link.springer.com/journal/40030
Journal of The Institution of Engineers (India): Series B;2250-2106;2250-2114;40031;http://link.springer.com/journal/40031
Journal of The Institution of Engineers (India): Series C;2250-0545;2250-0553;40032;http://link.springer.com/journal/40032
Journal of The Institution of Engineers (India): Series D;2250-2122;2250-2130;40033;http://link.springer.com/journal/40033
Journal of The Institution of Engineers (India): Series E;2250-2483;2250-2491;40034;http://link.springer.com/journal/40034
Journal of the International AIDS Society;;1758-2652;13050;http://link.springer.com/journal/13050
Journal of the International Society of Sports Nutrition;;1550-2783;12970;http://link.springer.com/journal/12970
Journal of the Iranian Chemical Society;1735-207X;1735-2428;13738;http://link.springer.com/journal/13738
Journal of the Knowledge Economy;1868-7865;1868-7873;13132;http://link.springer.com/journal/13132
Journal of the Korean Physical Society;0374-4884;1976-8524;40042;http://link.springer.com/journal/40042
Journal of the Korean Society for Applied Biological Chemistry;1738-2203;2234-344X;13765;http://link.springer.com/journal/13765
Journal of the Operations Research Society of China;2194-668X;2194-6698;40305;http://link.springer.com/journal/40305
Journal of Theoretical and Applied Physics;1735-9325;2251-7235;40094;http://link.springer.com/journal/40094
Journal of Theoretical Probability;0894-9840;1572-9230;10959;http://link.springer.com/journal/10959
Journal of Thermal Analysis and Calorimetry;1388-6150;1572-8943;10973;http://link.springer.com/journal/10973
Journal of Thermal Science;1003-2169;1993-033X;11630;http://link.springer.com/journal/11630
Journal of Thermal Spray Technology;1059-9630;1544-1016;11666;http://link.springer.com/journal/11666
Journal of Thrombosis and Thrombolysis;0929-5305;1573-742X;11239;http://link.springer.com/journal/11239
Journal of Translational Medicine;;1479-5876;12967;http://link.springer.com/journal/12967
Journal of Transportation Security;1938-7741;1938-775X;12198;http://link.springer.com/journal/12198
"Journal of Trauma Management &amp; Outcomes";;1752-2897;13032;http://link.springer.com/journal/13032
Journal of Traumatic Stress;0894-9867;1573-6598;10960;http://link.springer.com/journal/10960
Journal of Urban Health;1099-3460;1468-2869;11524;http://link.springer.com/journal/11524
Journal of Visualization;1343-8875;1875-8975;12650;http://link.springer.com/journal/12650
Journal of Volcanology and Seismology;0742-0463;1819-7108;11711;http://link.springer.com/journal/11711
Journal of Water Chemistry and Technology;1063-455X;1934-936X;11962;http://link.springer.com/journal/11962
Journal of Wood Science;1435-0211;1611-4663;10086;http://link.springer.com/journal/10086
Journal of World Prehistory;0892-7537;1573-7802;10963;http://link.springer.com/journal/10963
Journal of Wuhan University of Technology-Mater. Sci. Ed.;1000-2413;1993-0437;11595;http://link.springer.com/journal/11595
Journal of Youth and Adolescence;0047-2891;1573-6601;10964;http://link.springer.com/journal/10964
Journal of Zhejiang University SCIENCE A;1673-565X;1862-1775;11582;http://link.springer.com/journal/11582
Journal of Zhejiang University SCIENCE B;1673-1581;1862-1783;11585;http://link.springer.com/journal/11585
Journal of Zhejiang University SCIENCE C;1869-1951;1869-196X;11714;http://link.springer.com/journal/11714
Journal on Data Semantics;1861-2032;1861-2040;13740;http://link.springer.com/journal/13740
Journal on Multimodal User Interfaces;1783-7677;1783-8738;12193;http://link.springer.com/journal/12193
Juristische BlÃ¤tter;0022-6912;1613-7639;503;http://link.springer.com/journal/503
K-Theory;0920-3036;1573-0514;10977;http://link.springer.com/journal/10977
Kew Bulletin;0075-5974;1874-933X;12225;http://link.springer.com/journal/12225
KI - KÃ¼nstliche Intelligenz;0933-1875;1610-1987;13218;http://link.springer.com/journal/13218
Kidney;0940-7936;1865-5068;596;http://link.springer.com/journal/596
"Kind &amp; Adolescent";0167-2436;1876-5998;12453;http://link.springer.com/journal/12453
"Kind &amp; Adolescent Praktijk";1571-4136;1875-7065;12454;http://link.springer.com/journal/12454
Kinematics and Physics of Celestial Bodies;0884-5913;1934-8401;11963;http://link.springer.com/journal/11963
Kinetics and Catalysis;0023-1584;1608-3210;10975;http://link.springer.com/journal/10975
Kinetoplastid Biology and Disease;;1475-9292;13565;http://link.springer.com/journal/13565
Knee Surgery, Sports Traumatology, Arthroscopy;0942-2056;1433-7347;167;http://link.springer.com/journal/167
Knowledge and Information Systems;0219-1377;0219-3116;10115;http://link.springer.com/journal/10115
"Knowledge, Technology &amp; Policy";0897-1986;1874-6314;12130;http://link.springer.com/journal/12130
Korea-Australia Rheology Journal;1226-119X;2093-7660;13367;http://link.springer.com/journal/13367
Korean Journal of Chemical Engineering;0256-1115;1975-7220;11814;http://link.springer.com/journal/11814
KSCE Journal of Civil Engineering;1226-7988;1976-3808;12205;http://link.springer.com/journal/12205
KZfSS KÃ¶lner Zeitschrift fÃ¼r Soziologie und Sozialpsychologie;0023-2653;1861-891X;11577;http://link.springer.com/journal/11577
L1-Educational Studies in Language and Literature;1567-6617;1573-1731;10674;http://link.springer.com/journal/10674
La Lettre de mÃ©decine physique et de rÃ©adaptation;1778-4298;1778-4301;11659;http://link.springer.com/journal/11659
La radiologia medica;0033-8362;1826-6983;11547;http://link.springer.com/journal/11547
La Rivista del Nuovo Cimento;0393-697X;1826-9850;11546;http://link.springer.com/journal/11546
La Rivista Italiana della Medicina di Laboratorio - Italian Journal of Laboratory Medicine;1825-859X;2039-6821;13631;http://link.springer.com/journal/13631
Landscape and Ecological Engineering;1860-1871;1860-188X;11355;http://link.springer.com/journal/11355
Landscape Ecology;0921-2973;1572-9761;10980;http://link.springer.com/journal/10980
Landslides;1612-510X;1612-5118;10346;http://link.springer.com/journal/10346
Langenbeck's Archives of Surgery;1435-2443;1435-2451;423;http://link.springer.com/journal/423
Language Policy;1568-4555;1573-1863;10993;http://link.springer.com/journal/10993
Language Resources and Evaluation;1574-020X;1574-0218;10579;http://link.springer.com/journal/10579
Laser Physics;1054-660X;1555-6611;11490;http://link.springer.com/journal/11490
Lasers in Medical Science;0268-8921;1435-604X;10103;http://link.springer.com/journal/10103
Law and Critique;0957-8536;1572-8617;10978;http://link.springer.com/journal/10978
Law and Human Behavior;0147-7307;1573-661X;10979;http://link.springer.com/journal/10979
Law and Philosophy;0167-5249;1573-0522;10982;http://link.springer.com/journal/10982
"Learning &amp; Behavior";1543-4494;1543-4508;13420;http://link.springer.com/journal/13420
Learning Environments Research;1387-1579;1573-1855;10984;http://link.springer.com/journal/10984
Learning Inquiry;1558-2973;1558-2981;11519;http://link.springer.com/journal/11519
Les cahiers de l'annÃ©e gÃ©rontologique;1760-5342;1760-5350;12612;http://link.springer.com/journal/12612
